year,gas,value,unit,lat,station
2015,c5f12,0.1452175,ppt,-40.6833,Cape Grim
2015,c6f14,0.21484250000000002,ppt,-40.6833,Cape Grim
2015,c7f16,0.10573416666666667,ppt,-40.6833,Cape Grim
2016,cc4f8,1.4364249999999998,ppt,-40.6833,Cape Grim
2016,c4f10,0.1945775,ppt,-40.6833,Cape Grim
2016,c5f12,0.1463475,ppt,-40.6833,Cape Grim
2016,c6f14,0.2172425,ppt,-40.6833,Cape Grim
2016,c7f16,0.10847916666666667,ppt,-40.6833,Cape Grim
2017,cc4f8,1.4879083333333334,ppt,-40.6833,Cape Grim
2017,c4f10,0.1968075,ppt,-40.6833,Cape Grim
2017,c5f12,0.14747916666666666,ppt,-40.6833,Cape Grim
2017,c6f14,0.2196408333333333,ppt,-40.6833,Cape Grim
2017,c7f16,0.1112225,ppt,-40.6833,Cape Grim
2018,cc4f8,1.5428,ppt,-40.6833,Cape Grim
2018,c4f10,0.1990375,ppt,-40.6833,Cape Grim
2018,c5f12,0.14861,ppt,-40.6833,Cape Grim
2018,c6f14,0.22204083333333333,ppt,-40.6833,Cape Grim
2018,c7f16,0.113965,ppt,-40.6833,Cape Grim
1934,cc4f8,4.776666666666667e-06,ppt,52.5127,Talconeston
1934,c4f10,4.0145e-06,ppt,52.5127,Talconeston
1934,c5f12,3.320916666666667e-06,ppt,52.5127,Talconeston
1934,c6f14,2.83e-06,ppt,52.5127,Talconeston
1934,c7f16,2.4666666666666666e-06,ppt,52.5127,Talconeston
1935,cc4f8,9.003583333333333e-06,ppt,52.5127,Talconeston
1935,c4f10,7.567500000000001e-06,ppt,52.5127,Talconeston
1935,c5f12,6.2555000000000005e-06,ppt,52.5127,Talconeston
1935,c6f14,5.3325e-06,ppt,52.5127,Talconeston
1935,c7f16,4.645833333333333e-06,ppt,52.5127,Talconeston
1936,cc4f8,1.2080666666666668e-05,ppt,52.5127,Talconeston
1936,c4f10,1.01535e-05,ppt,52.5127,Talconeston
1936,c5f12,8.393333333333333e-06,ppt,52.5127,Talconeston
1936,c6f14,7.1525e-06,ppt,52.5127,Talconeston
1936,c7f16,6.231666666666667e-06,ppt,52.5127,Talconeston
1937,cc4f8,1.5037583333333335e-05,ppt,52.5127,Talconeston
1937,c4f10,1.2638666666666666e-05,ppt,52.5127,Talconeston
1937,c5f12,1.0445416666666668e-05,ppt,52.5127,Talconeston
1937,c6f14,8.902083333333334e-06,ppt,52.5127,Talconeston
1937,c7f16,7.75625e-06,ppt,52.5127,Talconeston
1938,cc4f8,1.7980166666666668e-05,ppt,52.5127,Talconeston
1938,c4f10,1.5111416666666667e-05,ppt,52.5127,Talconeston
1938,c5f12,1.2489500000000001e-05,ppt,52.5127,Talconeston
1938,c6f14,1.0643e-05,ppt,52.5127,Talconeston
1938,c7f16,9.273333333333333e-06,ppt,52.5127,Talconeston
1939,cc4f8,2.0920749999999998e-05,ppt,52.5127,Talconeston
1939,c4f10,1.7582166666666666e-05,ppt,52.5127,Talconeston
1939,c5f12,1.4531249999999999e-05,ppt,52.5127,Talconeston
1939,c6f14,1.2383249999999999e-05,ppt,52.5127,Talconeston
1939,c7f16,1.0788666666666667e-05,ppt,52.5127,Talconeston
1940,cc4f8,2.3860083333333332e-05,ppt,52.5127,Talconeston
1940,c4f10,2.005266666666667e-05,ppt,52.5127,Talconeston
1940,c5f12,1.6573000000000002e-05,ppt,52.5127,Talconeston
1940,c6f14,1.4122750000000001e-05,ppt,52.5127,Talconeston
1940,c7f16,1.2303833333333334e-05,ppt,52.5127,Talconeston
1941,cc4f8,2.6799333333333333e-05,ppt,52.5127,Talconeston
1941,c4f10,2.2522583333333333e-05,ppt,52.5127,Talconeston
1941,c5f12,1.8613666666666664e-05,ppt,52.5127,Talconeston
1941,c6f14,1.5861666666666668e-05,ppt,52.5127,Talconeston
1941,c7f16,1.3818833333333332e-05,ppt,52.5127,Talconeston
1942,cc4f8,2.97375e-05,ppt,52.5127,Talconeston
1942,c4f10,2.4991916666666667e-05,ppt,52.5127,Talconeston
1942,c5f12,2.065441666666667e-05,ppt,52.5127,Talconeston
1942,c6f14,1.760033333333333e-05,ppt,52.5127,Talconeston
1942,c7f16,1.53335e-05,ppt,52.5127,Talconeston
1943,cc4f8,3.2674833333333334e-05,ppt,52.5127,Talconeston
1943,c4f10,2.7460666666666666e-05,ppt,52.5127,Talconeston
1943,c5f12,2.2694333333333334e-05,ppt,52.5127,Talconeston
1943,c6f14,1.93385e-05,ppt,52.5127,Talconeston
1943,c7f16,1.68475e-05,ppt,52.5127,Talconeston
1944,cc4f8,3.561175e-05,ppt,52.5127,Talconeston
1944,c4f10,2.9928000000000002e-05,ppt,52.5127,Talconeston
1944,c5f12,2.4734e-05,ppt,52.5127,Talconeston
1944,c6f14,2.107625e-05,ppt,52.5127,Talconeston
1944,c7f16,1.8361333333333333e-05,ppt,52.5127,Talconeston
1945,cc4f8,3.8548000000000004e-05,ppt,52.5127,Talconeston
1945,c4f10,3.2396e-05,ppt,52.5127,Talconeston
1945,c5f12,2.6772833333333336e-05,ppt,52.5127,Talconeston
1945,c6f14,2.2813833333333332e-05,ppt,52.5127,Talconeston
1945,c7f16,1.987491666666667e-05,ppt,52.5127,Talconeston
1946,cc4f8,4.148375e-05,ppt,52.5127,Talconeston
1946,c4f10,3.486266666666667e-05,ppt,52.5127,Talconeston
1946,c5f12,2.8811583333333334e-05,ppt,52.5127,Talconeston
1946,c6f14,2.455066666666667e-05,ppt,52.5127,Talconeston
1946,c7f16,2.1387916666666666e-05,ppt,52.5127,Talconeston
1947,cc4f8,4.4418333333333335e-05,ppt,52.5127,Talconeston
1947,c4f10,3.7329333333333335e-05,ppt,52.5127,Talconeston
1947,c5f12,3.084983333333333e-05,ppt,52.5127,Talconeston
1947,c6f14,2.6287166666666665e-05,ppt,52.5127,Talconeston
1947,c7f16,2.2900833333333333e-05,ppt,52.5127,Talconeston
1948,cc4f8,4.73525e-05,ppt,52.5127,Talconeston
1948,c4f10,3.979433333333333e-05,ppt,52.5127,Talconeston
1948,c5f12,3.2887166666666666e-05,ppt,52.5127,Talconeston
1948,c6f14,2.8023500000000004e-05,ppt,52.5127,Talconeston
1948,c7f16,2.441325e-05,ppt,52.5127,Talconeston
1949,cc4f8,5.0286083333333336e-05,ppt,52.5127,Talconeston
1949,c4f10,4.2259666666666665e-05,ppt,52.5127,Talconeston
1949,c5f12,3.492408333333333e-05,ppt,52.5127,Talconeston
1949,c6f14,2.9759166666666668e-05,ppt,52.5127,Talconeston
1949,c7f16,2.5925416666666668e-05,ppt,52.5127,Talconeston
1950,cc4f8,5.3219e-05,ppt,52.5127,Talconeston
1950,c4f10,4.4724416666666665e-05,ppt,52.5127,Talconeston
1950,c5f12,3.6961e-05,ppt,52.5127,Talconeston
1950,c6f14,3.149458333333334e-05,ppt,52.5127,Talconeston
1950,c7f16,2.7437083333333332e-05,ppt,52.5127,Talconeston
1951,cc4f8,5.6150916666666675e-05,ppt,52.5127,Talconeston
1951,c4f10,4.71885e-05,ppt,52.5127,Talconeston
1951,c5f12,3.8997e-05,ppt,52.5127,Talconeston
1951,c6f14,3.32295e-05,ppt,52.5127,Talconeston
1951,c7f16,2.8948583333333333e-05,ppt,52.5127,Talconeston
1952,cc4f8,5.9082333333333335e-05,ppt,52.5127,Talconeston
1952,c4f10,4.9651749999999994e-05,ppt,52.5127,Talconeston
1952,c5f12,4.103291666666666e-05,ppt,52.5127,Talconeston
1952,c6f14,3.4964e-05,ppt,52.5127,Talconeston
1952,c7f16,3.045975e-05,ppt,52.5127,Talconeston
1953,cc4f8,0.0024403525,ppt,52.5127,Talconeston
1953,c4f10,5.2115000000000005e-05,ppt,52.5127,Talconeston
1953,c5f12,4.30685e-05,ppt,52.5127,Talconeston
1953,c6f14,3.669858333333334e-05,ppt,52.5127,Talconeston
1953,c7f16,3.1970416666666665e-05,ppt,52.5127,Talconeston
1954,cc4f8,0.0078887,ppt,52.5127,Talconeston
1954,c4f10,5.457741666666666e-05,ppt,52.5127,Talconeston
1954,c5f12,4.510308333333333e-05,ppt,52.5127,Talconeston
1954,c6f14,3.8432e-05,ppt,52.5127,Talconeston
1954,c7f16,3.348058333333333e-05,ppt,52.5127,Talconeston
1955,cc4f8,0.015246000000000001,ppt,52.5127,Talconeston
1955,c4f10,5.703891666666667e-05,ppt,52.5127,Talconeston
1955,c5f12,4.71375e-05,ppt,52.5127,Talconeston
1955,c6f14,4.01655e-05,ppt,52.5127,Talconeston
1955,c7f16,0.00027819483333333333,ppt,52.5127,Talconeston
1956,cc4f8,0.023321916666666664,ppt,52.5127,Talconeston
1956,c4f10,5.950016666666667e-05,ppt,52.5127,Talconeston
1956,c5f12,4.9171499999999995e-05,ppt,52.5127,Talconeston
1956,c6f14,4.18985e-05,ppt,52.5127,Talconeston
1956,c7f16,0.0007411183333333334,ppt,52.5127,Talconeston
1957,cc4f8,0.031829249999999996,ppt,52.5127,Talconeston
1957,c4f10,6.19605e-05,ppt,52.5127,Talconeston
1957,c5f12,5.120475e-05,ppt,52.5127,Talconeston
1957,c6f14,4.363116666666666e-05,ppt,52.5127,Talconeston
1957,c7f16,0.0016089083333333332,ppt,52.5127,Talconeston
1958,cc4f8,0.040585916666666666,ppt,52.5127,Talconeston
1958,c4f10,6.442075000000001e-05,ppt,52.5127,Talconeston
1958,c5f12,5.323766666666667e-05,ppt,52.5127,Talconeston
1958,c6f14,4.536341666666667e-05,ppt,52.5127,Talconeston
1958,c7f16,0.0023558083333333336,ppt,52.5127,Talconeston
1959,cc4f8,0.04930825,ppt,52.5127,Talconeston
1959,c4f10,6.688058333333333e-05,ppt,52.5127,Talconeston
1959,c5f12,5.527008333333333e-05,ppt,52.5127,Talconeston
1959,c6f14,4.709516666666667e-05,ppt,52.5127,Talconeston
1959,c7f16,0.0029770833333333333,ppt,52.5127,Talconeston
1960,cc4f8,0.05817841666666667,ppt,52.5127,Talconeston
1960,c4f10,6.933941666666667e-05,ppt,52.5127,Talconeston
1960,c5f12,0.00028236416666666664,ppt,52.5127,Talconeston
1960,c6f14,4.882675e-05,ppt,52.5127,Talconeston
1960,c7f16,0.0035851416666666668,ppt,52.5127,Talconeston
1961,cc4f8,0.06732575,ppt,52.5127,Talconeston
1961,c4f10,7.179766666666667e-05,ppt,52.5127,Talconeston
1961,c5f12,0.0006528408333333333,ppt,52.5127,Talconeston
1961,c6f14,5.055766666666667e-05,ppt,52.5127,Talconeston
1961,c7f16,0.004191566666666667,ppt,52.5127,Talconeston
1962,cc4f8,0.0767635,ppt,52.5127,Talconeston
1962,c4f10,7.425558333333332e-05,ppt,52.5127,Talconeston
1962,c5f12,0.0010822899999999999,ppt,52.5127,Talconeston
1962,c6f14,5.228841666666667e-05,ppt,52.5127,Talconeston
1962,c7f16,0.0048272,ppt,52.5127,Talconeston
1963,cc4f8,0.08697066666666665,ppt,52.5127,Talconeston
1963,c4f10,7.671266666666667e-05,ppt,52.5127,Talconeston
1963,c5f12,0.001582725,ppt,52.5127,Talconeston
1963,c6f14,5.401833333333334e-05,ppt,52.5127,Talconeston
1963,c7f16,0.005552741666666666,ppt,52.5127,Talconeston
1964,cc4f8,0.09789350000000001,ppt,52.5127,Talconeston
1964,c4f10,7.916925e-05,ppt,52.5127,Talconeston
1964,c5f12,0.0021968916666666666,ppt,52.5127,Talconeston
1964,c6f14,5.574808333333333e-05,ppt,52.5127,Talconeston
1964,c7f16,0.006321833333333333,ppt,52.5127,Talconeston
1965,cc4f8,0.10941416666666666,ppt,52.5127,Talconeston
1965,c4f10,8.162525000000001e-05,ppt,52.5127,Talconeston
1965,c5f12,0.0028888166666666665,ppt,52.5127,Talconeston
1965,c6f14,0.00028123666666666667,ppt,52.5127,Talconeston
1965,c7f16,0.007060566666666667,ppt,52.5127,Talconeston
1966,cc4f8,0.12200083333333334,ppt,52.5127,Talconeston
1966,c4f10,8.408116666666666e-05,ppt,52.5127,Talconeston
1966,c5f12,0.003687458333333333,ppt,52.5127,Talconeston
1966,c6f14,0.00048145333333333333,ppt,52.5127,Talconeston
1966,c7f16,0.007781933333333334,ppt,52.5127,Talconeston
1967,cc4f8,0.13654916666666667,ppt,52.5127,Talconeston
1967,c4f10,8.653608333333334e-05,ppt,52.5127,Talconeston
1967,c5f12,0.0045962500000000005,ppt,52.5127,Talconeston
1967,c6f14,0.0006276566666666667,ppt,52.5127,Talconeston
1967,c7f16,0.008501341666666667,ppt,52.5127,Talconeston
1968,cc4f8,0.15283583333333334,ppt,52.5127,Talconeston
1968,c4f10,8.899e-05,ppt,52.5127,Talconeston
1968,c5f12,0.0056409,ppt,52.5127,Talconeston
1968,c6f14,0.0007682091666666666,ppt,52.5127,Talconeston
1968,c7f16,0.009220233333333333,ppt,52.5127,Talconeston
1969,cc4f8,0.17062083333333333,ppt,52.5127,Talconeston
1969,c4f10,9.144375000000001e-05,ppt,52.5127,Talconeston
1969,c5f12,0.006817183333333333,ppt,52.5127,Talconeston
1969,c6f14,0.0010600458333333335,ppt,52.5127,Talconeston
1969,c7f16,0.009939066666666666,ppt,52.5127,Talconeston
1970,cc4f8,0.18987416666666668,ppt,52.5127,Talconeston
1970,c4f10,0.0020925575000000003,ppt,52.5127,Talconeston
1970,c5f12,0.008116675,ppt,52.5127,Talconeston
1970,c6f14,0.0016166,ppt,52.5127,Talconeston
1970,c7f16,0.0106575,ppt,52.5127,Talconeston
1971,cc4f8,0.2106,ppt,52.5127,Talconeston
1971,c4f10,0.004668833333333333,ppt,52.5127,Talconeston
1971,c5f12,0.009505583333333333,ppt,52.5127,Talconeston
1971,c6f14,0.002386641666666667,ppt,52.5127,Talconeston
1971,c7f16,0.011376166666666666,ppt,52.5127,Talconeston
1972,cc4f8,0.2327908333333333,ppt,52.5127,Talconeston
1972,c4f10,0.007272833333333333,ppt,52.5127,Talconeston
1972,c5f12,0.011020750000000001,ppt,52.5127,Talconeston
1972,c6f14,0.0033347,ppt,52.5127,Talconeston
1972,c7f16,0.012094416666666668,ppt,52.5127,Talconeston
1973,cc4f8,0.2564491666666667,ppt,52.5127,Talconeston
1973,c4f10,0.009965633333333333,ppt,52.5127,Talconeston
1973,c5f12,0.012666083333333333,ppt,52.5127,Talconeston
1973,c6f14,0.004457508333333333,ppt,52.5127,Talconeston
1973,c7f16,0.012812583333333334,ppt,52.5127,Talconeston
1974,cc4f8,0.28062166666666666,ppt,52.5127,Talconeston
1974,c4f10,0.01265575,ppt,52.5127,Talconeston
1974,c5f12,0.01446775,ppt,52.5127,Talconeston
1974,c6f14,0.0058095916666666665,ppt,52.5127,Talconeston
1974,c7f16,0.013530583333333334,ppt,52.5127,Talconeston
1975,cc4f8,0.30493750000000003,ppt,52.5127,Talconeston
1975,c4f10,0.015607500000000002,ppt,52.5127,Talconeston
1975,c5f12,0.016387916666666665,ppt,52.5127,Talconeston
1975,c6f14,0.007329541666666666,ppt,52.5127,Talconeston
1975,c7f16,0.014248416666666666,ppt,52.5127,Talconeston
1976,cc4f8,0.33015666666666665,ppt,52.5127,Talconeston
1976,c4f10,0.018849833333333333,ppt,52.5127,Talconeston
1976,c5f12,0.018455666666666665,ppt,52.5127,Talconeston
1976,c6f14,0.0090098,ppt,52.5127,Talconeston
1976,c7f16,0.014965916666666667,ppt,52.5127,Talconeston
1977,cc4f8,0.3568466666666667,ppt,52.5127,Talconeston
1977,c4f10,0.022343416666666668,ppt,52.5127,Talconeston
1977,c5f12,0.020640833333333334,ppt,52.5127,Talconeston
1977,c6f14,0.01156785,ppt,52.5127,Talconeston
1977,c7f16,0.015683333333333334,ppt,52.5127,Talconeston
1978,cc4f8,0.38484083333333335,ppt,52.5127,Talconeston
1978,c4f10,0.026084916666666666,ppt,52.5127,Talconeston
1978,c5f12,0.02307266666666667,ppt,52.5127,Talconeston
1978,c6f14,0.014856916666666666,ppt,52.5127,Talconeston
1978,c7f16,0.016400666666666664,ppt,52.5127,Talconeston
1979,cc4f8,0.41330333333333336,ppt,52.5127,Talconeston
1979,c4f10,0.030459333333333335,ppt,52.5127,Talconeston
1979,c5f12,0.02574333333333333,ppt,52.5127,Talconeston
1979,c6f14,0.0178525,ppt,52.5127,Talconeston
1979,c7f16,0.01711775,ppt,52.5127,Talconeston
1980,cc4f8,0.44278666666666666,ppt,52.5127,Talconeston
1980,c4f10,0.0353485,ppt,52.5127,Talconeston
1980,c5f12,0.02862125,ppt,52.5127,Talconeston
1980,c6f14,0.020706083333333333,ppt,52.5127,Talconeston
1980,c7f16,0.01783475,ppt,52.5127,Talconeston
1981,cc4f8,0.47459999999999997,ppt,52.5127,Talconeston
1981,c4f10,0.04027775,ppt,52.5127,Talconeston
1981,c5f12,0.031703166666666664,ppt,52.5127,Talconeston
1981,c6f14,0.02353508333333333,ppt,52.5127,Talconeston
1981,c7f16,0.019227333333333332,ppt,52.5127,Talconeston
1982,cc4f8,0.509455,ppt,52.5127,Talconeston
1982,c4f10,0.04529966666666666,ppt,52.5127,Talconeston
1982,c5f12,0.03498925,ppt,52.5127,Talconeston
1982,c6f14,0.026370666666666667,ppt,52.5127,Talconeston
1982,c7f16,0.021157333333333334,ppt,52.5127,Talconeston
1983,cc4f8,0.5474241666666667,ppt,52.5127,Talconeston
1983,c4f10,0.05050983333333334,ppt,52.5127,Talconeston
1983,c5f12,0.03847891666666667,ppt,52.5127,Talconeston
1983,c6f14,0.0292475,ppt,52.5127,Talconeston
1983,c7f16,0.023346166666666668,ppt,52.5127,Talconeston
1984,cc4f8,0.5900233333333333,ppt,52.5127,Talconeston
1984,c4f10,0.055917416666666664,ppt,52.5127,Talconeston
1984,c5f12,0.0421725,ppt,52.5127,Talconeston
1984,c6f14,0.032162500000000004,ppt,52.5127,Talconeston
1984,c7f16,0.025805166666666667,ppt,52.5127,Talconeston
1985,cc4f8,0.6378166666666666,ppt,52.5127,Talconeston
1985,c4f10,0.0615225,ppt,52.5127,Talconeston
1985,c5f12,0.046392666666666665,ppt,52.5127,Talconeston
1985,c6f14,0.03518191666666667,ppt,52.5127,Talconeston
1985,c7f16,0.02911641666666667,ppt,52.5127,Talconeston
1986,cc4f8,0.6925916666666666,ppt,52.5127,Talconeston
1986,c4f10,0.06732708333333333,ppt,52.5127,Talconeston
1986,c5f12,0.05104375,ppt,52.5127,Talconeston
1986,c6f14,0.03817225,ppt,52.5127,Talconeston
1986,c7f16,0.03217675,ppt,52.5127,Talconeston
1987,cc4f8,0.7350558333333334,ppt,52.5127,Talconeston
1987,c4f10,0.07332883333333333,ppt,52.5127,Talconeston
1987,c5f12,0.05587516666666667,ppt,52.5127,Talconeston
1987,c6f14,0.04112875,ppt,52.5127,Talconeston
1987,c7f16,0.03497058333333333,ppt,52.5127,Talconeston
1988,cc4f8,0.7643816666666666,ppt,52.5127,Talconeston
1988,c4f10,0.0795295,ppt,52.5127,Talconeston
1988,c5f12,0.060912,ppt,52.5127,Talconeston
1988,c6f14,0.0440815,ppt,52.5127,Talconeston
1988,c7f16,0.03773616666666667,ppt,52.5127,Talconeston
1989,cc4f8,0.7853083333333334,ppt,52.5127,Talconeston
1989,c4f10,0.08606408333333333,ppt,52.5127,Talconeston
1989,c5f12,0.06619958333333333,ppt,52.5127,Talconeston
1989,c6f14,0.04703333333333334,ppt,52.5127,Talconeston
1989,c7f16,0.04049758333333333,ppt,52.5127,Talconeston
1990,cc4f8,0.8012041666666666,ppt,52.5127,Talconeston
1990,c4f10,0.09284858333333333,ppt,52.5127,Talconeston
1990,c5f12,0.07174208333333333,ppt,52.5127,Talconeston
1990,c6f14,0.04998441666666667,ppt,52.5127,Talconeston
1990,c7f16,0.04325825,ppt,52.5127,Talconeston
1991,cc4f8,0.8119208333333333,ppt,52.5127,Talconeston
1991,c4f10,0.09979875,ppt,52.5127,Talconeston
1991,c5f12,0.07753908333333333,ppt,52.5127,Talconeston
1991,c6f14,0.0529345,ppt,52.5127,Talconeston
1991,c7f16,0.046018,ppt,52.5127,Talconeston
1992,cc4f8,0.8192458333333333,ppt,52.5127,Talconeston
1992,c4f10,0.10687166666666666,ppt,52.5127,Talconeston
1992,c5f12,0.0836095,ppt,52.5127,Talconeston
1992,c6f14,0.055884333333333334,ppt,52.5127,Talconeston
1992,c7f16,0.04877691666666667,ppt,52.5127,Talconeston
1993,cc4f8,0.8275533333333334,ppt,52.5127,Talconeston
1993,c4f10,0.113985,ppt,52.5127,Talconeston
1993,c5f12,0.0900475,ppt,52.5127,Talconeston
1993,c6f14,0.058833416666666666,ppt,52.5127,Talconeston
1993,c7f16,0.051535833333333336,ppt,52.5127,Talconeston
1994,cc4f8,0.838085,ppt,52.5127,Talconeston
1994,c4f10,0.12105416666666667,ppt,52.5127,Talconeston
1994,c5f12,0.09665483333333334,ppt,52.5127,Talconeston
1994,c6f14,0.06403758333333333,ppt,52.5127,Talconeston
1994,c7f16,0.054294,ppt,52.5127,Talconeston
1995,cc4f8,0.85184,ppt,52.5127,Talconeston
1995,c4f10,0.12811583333333335,ppt,52.5127,Talconeston
1995,c5f12,0.10334991666666667,ppt,52.5127,Talconeston
1995,c6f14,0.09436800000000001,ppt,52.5127,Talconeston
1995,c7f16,0.057051333333333336,ppt,52.5127,Talconeston
1996,cc4f8,0.8680166666666667,ppt,52.5127,Talconeston
1996,c4f10,0.1351925,ppt,52.5127,Talconeston
1996,c5f12,0.10981083333333334,ppt,52.5127,Talconeston
1996,c6f14,0.122695,ppt,52.5127,Talconeston
1996,c7f16,0.059808,ppt,52.5127,Talconeston
1997,cc4f8,0.885935,ppt,52.5127,Talconeston
1997,c4f10,0.1422925,ppt,52.5127,Talconeston
1997,c5f12,0.11522,ppt,52.5127,Talconeston
1997,c6f14,0.14496,ppt,52.5127,Talconeston
1997,c7f16,0.06256416666666667,ppt,52.5127,Talconeston
1998,cc4f8,0.9054808333333333,ppt,52.5127,Talconeston
1998,c4f10,0.14925,ppt,52.5127,Talconeston
1998,c5f12,0.11935916666666667,ppt,52.5127,Talconeston
1998,c6f14,0.15746333333333332,ppt,52.5127,Talconeston
1998,c7f16,0.0653195,ppt,52.5127,Talconeston
1999,cc4f8,0.9266433333333333,ppt,52.5127,Talconeston
1999,c4f10,0.15581083333333334,ppt,52.5127,Talconeston
1999,c5f12,0.1231375,ppt,52.5127,Talconeston
1999,c6f14,0.16379666666666667,ppt,52.5127,Talconeston
1999,c7f16,0.06807425,ppt,52.5127,Talconeston
2000,cc4f8,0.9494199999999999,ppt,52.5127,Talconeston
2000,c4f10,0.1610825,ppt,52.5127,Talconeston
2000,c5f12,0.1265975,ppt,52.5127,Talconeston
2000,c6f14,0.16785583333333332,ppt,52.5127,Talconeston
2000,c7f16,0.07082858333333333,ppt,52.5127,Talconeston
2001,cc4f8,0.9738091666666667,ppt,52.5127,Talconeston
2001,c4f10,0.16500333333333334,ppt,52.5127,Talconeston
2001,c5f12,0.12957,ppt,52.5127,Talconeston
2001,c6f14,0.17227666666666666,ppt,52.5127,Talconeston
2001,c7f16,0.07358191666666666,ppt,52.5127,Talconeston
2002,cc4f8,0.9998183333333334,ppt,52.5127,Talconeston
2002,c4f10,0.1682408333333333,ppt,52.5127,Talconeston
2002,c5f12,0.1320775,ppt,52.5127,Talconeston
2002,c6f14,0.177335,ppt,52.5127,Talconeston
2002,c7f16,0.07633466666666666,ppt,52.5127,Talconeston
2003,cc4f8,1.0279,ppt,52.5127,Talconeston
2003,c4f10,0.17083416666666665,ppt,52.5127,Talconeston
2003,c5f12,0.1338925,ppt,52.5127,Talconeston
2003,c6f14,0.18238,ppt,52.5127,Talconeston
2003,c7f16,0.07908675,ppt,52.5127,Talconeston
2004,cc4f8,1.0575666666666665,ppt,52.5127,Talconeston
2004,c4f10,0.17301333333333335,ppt,52.5127,Talconeston
2004,c5f12,0.13519666666666666,ppt,52.5127,Talconeston
2004,c6f14,0.18731,ppt,52.5127,Talconeston
2004,c7f16,0.08183883333333333,ppt,52.5127,Talconeston
2005,cc4f8,1.088725,ppt,52.5127,Talconeston
2005,c4f10,0.17529666666666666,ppt,52.5127,Talconeston
2005,c5f12,0.13635583333333334,ppt,52.5127,Talconeston
2005,c6f14,0.19198916666666666,ppt,52.5127,Talconeston
2005,c7f16,0.08458958333333333,ppt,52.5127,Talconeston
2006,cc4f8,1.1214833333333334,ppt,52.5127,Talconeston
2006,c4f10,0.17758249999999998,ppt,52.5127,Talconeston
2006,c5f12,0.13763416666666667,ppt,52.5127,Talconeston
2006,c6f14,0.19615916666666666,ppt,52.5127,Talconeston
2006,c7f16,0.08733966666666666,ppt,52.5127,Talconeston
2007,cc4f8,1.1558333333333335,ppt,52.5127,Talconeston
2007,c4f10,0.17980083333333333,ppt,52.5127,Talconeston
2007,c5f12,0.13890916666666667,ppt,52.5127,Talconeston
2007,c6f14,0.19986583333333333,ppt,52.5127,Talconeston
2007,c7f16,0.09008958333333333,ppt,52.5127,Talconeston
2008,cc4f8,1.191825,ppt,52.5127,Talconeston
2008,c4f10,0.1820008333333333,ppt,52.5127,Talconeston
2008,c5f12,0.14009249999999998,ppt,52.5127,Talconeston
2008,c6f14,0.2031508333333333,ppt,52.5127,Talconeston
2008,c7f16,0.09283866666666667,ppt,52.5127,Talconeston
2009,cc4f8,1.2294,ppt,52.5127,Talconeston
2009,c4f10,0.18419083333333333,ppt,52.5127,Talconeston
2009,c5f12,0.14117333333333335,ppt,52.5127,Talconeston
2009,c6f14,0.2061491666666667,ppt,52.5127,Talconeston
2009,c7f16,0.09558716666666667,ppt,52.5127,Talconeston
2010,cc4f8,1.2686,ppt,52.5127,Talconeston
2010,c4f10,0.18638333333333335,ppt,52.5127,Talconeston
2010,c5f12,0.14224916666666668,ppt,52.5127,Talconeston
2010,c6f14,0.20884833333333333,ppt,52.5127,Talconeston
2010,c7f16,0.09833466666666667,ppt,52.5127,Talconeston
2011,cc4f8,1.3094,ppt,52.5127,Talconeston
2011,c4f10,0.18860416666666668,ppt,52.5127,Talconeston
2011,c5f12,0.14334666666666665,ppt,52.5127,Talconeston
2011,c6f14,0.21121333333333334,ppt,52.5127,Talconeston
2011,c7f16,0.10108208333333334,ppt,52.5127,Talconeston
2012,cc4f8,1.3518083333333333,ppt,52.5127,Talconeston
2012,c4f10,0.19083416666666667,ppt,52.5127,Talconeston
2012,c5f12,0.14446833333333334,ppt,52.5127,Talconeston
2012,c6f14,0.21350500000000003,ppt,52.5127,Talconeston
2012,c7f16,0.1038275,ppt,52.5127,Talconeston
2013,cc4f8,1.397025,ppt,52.5127,Talconeston
2013,c4f10,0.19306583333333335,ppt,52.5127,Talconeston
2013,c5f12,0.14559833333333333,ppt,52.5127,Talconeston
2013,c6f14,0.2157125,ppt,52.5127,Talconeston
2013,c7f16,0.10657416666666668,ppt,52.5127,Talconeston
2014,cc4f8,1.4458583333333335,ppt,52.5127,Talconeston
2014,c4f10,0.1953,ppt,52.5127,Talconeston
2014,c5f12,0.14673250000000002,ppt,52.5127,Talconeston
2014,c6f14,0.2180308333333333,ppt,52.5127,Talconeston
2014,c7f16,0.10931916666666668,ppt,52.5127,Talconeston
2015,cc4f8,1.4979333333333333,ppt,52.5127,Talconeston
2015,c4f10,0.19752999999999998,ppt,52.5127,Talconeston
2015,c5f12,0.14786416666666666,ppt,52.5127,Talconeston
2015,c6f14,0.22041999999999998,ppt,52.5127,Talconeston
2015,c7f16,0.11206416666666667,ppt,52.5127,Talconeston
2016,cc4f8,1.5533833333333333,ppt,52.5127,Talconeston
2016,c4f10,0.19976166666666664,ppt,52.5127,Talconeston
2016,c5f12,0.14899500000000002,ppt,52.5127,Talconeston
2016,c6f14,0.22282000000000002,ppt,52.5127,Talconeston
2016,c7f16,0.1148075,ppt,52.5127,Talconeston
2017,cc4f8,1.6127333333333331,ppt,52.5127,Talconeston
